student_ID,title_ID,mastery_level
0088dc183f73c83f763e,Question_3MwAFlmNO8EKrpY5zjUd,0.4126891099904593
0088dc183f73c83f763e,Question_3oPyUzDmQtcMfLpGZ0jW,0.5007716049382717
0088dc183f73c83f763e,Question_4nHcauCQ0Y6Pm8DgKlLo,0.4524411027568922
0088dc183f73c83f763e,Question_5fgqjSBwTPG7KUV3it6O,0.4521227048813256
0088dc183f73c83f763e,Question_62XbhBvJ8NUSnApgDL94,0.8196969696969697
0088dc183f73c83f763e,Question_6RQj2gF3OeK5AmDvThUV,0.8909251968503937
0088dc183f73c83f763e,Question_7NJzCXUPcvQF4Mkfh9Wr,0.6608938547486034
0088dc183f73c83f763e,Question_Az73sM0rHfWVKuc4X2kL,0.5432692307692307
0088dc183f73c83f763e,Question_BW0ItEaymH3TkD6S15JF,0.5028011204481793
0088dc183f73c83f763e,Question_EhVPdmlB31M8WKGqL0wc,0.43884729649435533
0088dc183f73c83f763e,Question_Ej5mBw9rsOUKkFycGvz2,0.8128546099290781
0088dc183f73c83f763e,Question_FNg8X9v5zcbB1tQrxHR3,0.8553382991930478
0088dc183f73c83f763e,Question_Jr4Wz5jLqmN01KUwHa7g,0.4504233409610984
0088dc183f73c83f763e,Question_Mh4CZIsrEfxkP1wXtOYV,0.8864406779661016
0088dc183f73c83f763e,Question_NixCn84GdK2tySa5rB1V,0.7843873517786562
0088dc183f73c83f763e,Question_Ou3f2Wt9BqExm5DpN7Zk,0.48907268170426055
0088dc183f73c83f763e,Question_QRm48lXxzdP7Tn1WgNOf,0.8398248175182481
0088dc183f73c83f763e,Question_TmKaGvfNoXYq4FZ2JrBu,0.44532258064516134
0088dc183f73c83f763e,Question_UXqN1F7G3Sbldz02vZne,0.882172096908939
0088dc183f73c83f763e,Question_VgKw8PjY1FR6cm2QI9XW,0.41223155929038285
0088dc183f73c83f763e,Question_X3wF8QlTyi4mZkDp9Kae,0.8313626532083633
0088dc183f73c83f763e,Question_YWXHr4G6Cl7bEm9iF2kQ,0.5467391304347826
0088dc183f73c83f763e,Question_ZTbD7mxr2OUp8Fz6iNjy,0.5897435897435898
0088dc183f73c83f763e,Question_bumGRTJ0c8p4v5D6eHZa,0.6843944392082941
0088dc183f73c83f763e,Question_fZrP3FJ4ebUogW9V7taS,0.5092236467236468
0088dc183f73c83f763e,Question_h7pXNg80nJbw1C4kAPRm,0.49143635125936014
0088dc183f73c83f763e,Question_hZ5wXofebmTlzKB1jNcP,0.5334299516908213
0088dc183f73c83f763e,Question_lU2wvHSZq7m43xiVroBc,0.5496402877697842
0088dc183f73c83f763e,Question_n2BTxIGw1Mc3Zo6RLdUe,0.5674089635854342
0088dc183f73c83f763e,Question_oCjnFLbIs4Uxwek9rBpu,0.49111111111111105
0088dc183f73c83f763e,Question_pVKXjZn0BkSwYcsa7C31,0.6080215419501134
0088dc183f73c83f763e,Question_q7OpB2zCMmW9wS8uNt3H,0.5519877675840978
0088dc183f73c83f763e,Question_rvB9mVE6Kbd8jAY4NwPx,0.5690196078431372
0088dc183f73c83f763e,Question_s6VmP1G4UbEQWRYHK9Fd,0.3635688405797101
